code_metric_0,code_metric_1,complexity_metric_0,complexity_metric_1,quality_metric_0,quality_metric_1,performance_metric_0,performance_metric_1,performance_metric_2,performance_metric_3,target_continuous,target_binary,performance_baseline,performance_quantum_hybrid,performance_neural_semantic,performance_consciousness_inspired,performance_temporal_optimization
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,1.0067985515812152,1,0.7603338814269558,0.9271695426178078,0.8989828828692825,1.0707304994424183,1.153422488485416
-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212109,-1.4123037013352915,-2.634476059470897,0,0.7435351271482246,0.9586972152246863,0.8328093574266756,1.1922901796078151,1.2680963880267808
1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,-4.092679731817704,0,0.7433186135136615,0.905119434243998,0.8268990919742502,1.0038748446585062,1.220887904738672
-0.6017066122293969,1.8522781845089378,-0.013497224737933921,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,4.483312655280602,1,0.7111652973513928,0.9190663330655618,0.8589385920519365,0.971254431650143,1.183913894949071
0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,-5.225499126569941,0,0.7970809506775746,0.9971083786744532,0.9009097165820407,1.1340082659981456,1.3008340105874736
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592,0.707399930562228,1,0.7538259031121856,0.9226356101137375,0.8372538057500599,1.0892030521300182,1.239760448855848
-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,-0.5789834043072657,0,0.7412778032857359,0.9495178312283129,0.8137290962037398,1.1295939443953897,1.097974594365727
0.36139560550841393,1.5380365664659692,-0.03582603910995154,1.5646436558140062,-2.6197451040897444,0.8219025043752238,0.08704706823817122,-0.29900735046586746,0.0917607765355023,-1.9875689146008928,-6.344122269843962,0,0.7126285373375397,0.8648654503541302,0.8425072999914026,1.059009928185391,1.090421276525023
-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561,0.01566342951280926,0,0.6834043444804457,0.8760623179011445,0.7789175265092283,0.968175367053254,0.9916254913858896
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.00511345664246089,-0.23458713337514692,0.3940374495776794,1,0.8153982096274672,1.0279205869523729,0.9315017071594413,1.1736309663638351,1.2467040685977835
-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,0.4040508568145384,1.8861859012105302,0.17457781283183896,0.25755039072276437,-0.07444591576616721,3.4156815697495926,1,0.7777319354065904,0.9489758815293283,0.8906772380594092,1.1078596725699055,1.2586895297423135
-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,0.7519330326867741,2.9791952253022487,1,0.6688041078715017,0.8536827916423595,0.7894485349214176,0.9208280223764085,1.0456473525741548
0.7910319470430469,-0.9093874547947389,1.4027943109360992,-1.4018510627922809,0.5868570938002703,2.1904556258099785,-0.9905363251306883,-0.5662977296027719,0.09965136508764122,-0.5034756541161992,-3.4061395219784036,0,0.7881571150354828,1.0067363228596933,0.9021357508105273,1.0868394722918204,1.3250088221746104
-1.5506634310661327,0.06856297480602733,-1.0623037137261049,0.4735924306351816,-0.9194242342338032,1.5499344050175394,-0.7832532923362371,-0.3220615162056756,0.8135172173696698,-1.2308643164339552,-1.7693529799350063,0,0.7961240585116555,1.041231533458781,0.971527395521618,1.219845732468038,1.143121433397343
0.22745993460412942,1.307142754282428,-1.6074832345612275,0.1846338585323042,0.25988279424842353,0.7818228717773104,-1.236950710878082,-1.3204566130842763,0.5219415656168976,0.29698467323318606,-0.7469085330962464,0,0.7562188061150464,0.9818044346565968,0.8726861948808,0.9859178529325404,1.2099681143121201
0.25049285034587654,0.3464482094969757,-0.6800247215784908,0.23225369716100355,0.29307247329868125,-0.7143514180263678,1.8657745111447566,0.4738329209117875,-1.1913034972026486,0.6565536086338297,3.9738663354498875,1,0.8299055447875879,1.0577674826750267,0.9808268084698173,1.310743436015609,1.1827562527362383
